Gene.stable.ID	Chromosome.scaffold.name	Karyotype.band	HGNC.symbol	chr.arm
ENSG00000165672	10	q26.11	PRDX3	10q
ENSG00000165669	10	q26.11	FAM204A	10q
ENSG00000151923	10	q26.11	TIAL1	10q
ENSG00000151893	10	q26.11	CACUL1	10q
ENSG00000119979	10	q26.11	FAM45A	10q
ENSG00000183605	10	q26.11	SFXN4	10q
ENSG00000197771	10	q26.11	MCMBP	10q
ENSG00000151929	10	q26.11	BAG3	10q
ENSG00000165650	10	q26.11	PDZD8	10q
ENSG00000107560	10	q26.11	RAB11FIP2	10q
ENSG00000107651	10	q26.11	SEC23IP	10q
ENSG00000198825	10	q26.11	INPP5F	10q
ENSG00000120008	10	q26.12	WDR11	10q
ENSG00000154473	10	q26.13	BUB3	10q
ENSG00000175029	10	q26.13	CTBP2	10q
ENSG00000065154	10	q26.13	OAT	10q
ENSG00000107672	10	q26.13	NSMCE4A	10q
ENSG00000107679	10	q26.13	PLEKHA1	10q
ENSG00000166033	10	q26.13	HTRA1	10q
ENSG00000019995	10	q26.13	ZRANB1	10q
ENSG00000107669	10	q26.13	ATE1	10q
ENSG00000138162	10	q26.13	TACC2	10q
ENSG00000179988	10	q26.13	PSTK	10q
ENSG00000148773	10	q26.2	MKI67	10q
ENSG00000188690	10	q26.2	UROS	10q
ENSG00000107949	10	q26.2	BCCIP	10q
ENSG00000089876	10	q26.2	DHX32	10q
ENSG00000132334	10	q26.2	PTPRE	10q
ENSG00000127884	10	q26.3	ECHS1	10q
ENSG00000198546	10	q26.3	ZNF511	10q
ENSG00000108010	10	q26.3	GLRX3	10q
ENSG00000176171	10	q26.3	BNIP3	10q
ENSG00000130640	10	q26.3	TUBGCP2	10q
ENSG00000148803	10	q26.3	FUOM	10q
ENSG00000170430	10	q26.3	MGMT	10q
ENSG00000175470	10	q26.3	PPP2R2D	10q
ENSG00000165752	10	q26.3	STK32C	10q
ENSG00000171813	10	q26.3	PWWP2B	10q
ENSG00000110492	11	p11.2	MDK	11p
ENSG00000109919	11	p11.2	MTCH2	11p
ENSG00000165916	11	p11.2	PSMC3	11p
ENSG00000213619	11	p11.2	NDUFS3	11p
ENSG00000149187	11	p11.2	CELF1	11p
ENSG00000110536	11	p11.2	PTPMT1	11p
ENSG00000165912	11	p11.2	PACSIN3	11p
ENSG00000149084	11	p11.2	HSD17B12	11p
ENSG00000109920	11	p11.2	FNBP4	11p
ENSG00000149091	11	p11.2	DGKZ	11p
ENSG00000085117	11	p11.2	CD82	11p
ENSG00000175216	11	p11.2	CKAP5	11p
ENSG00000166199	11	p11.2	ALKBH3	11p
ENSG00000121680	11	p11.2	PEX16	11p
ENSG00000175220	11	p11.2	ARHGAP1	11p
ENSG00000149182	11	p11.2	ARFGAP2	11p
ENSG00000134574	11	p11.2	DDB2	11p
ENSG00000030066	11	p11.2	NUP160	11p
ENSG00000175274	11	p11.2	TP53I11	11p
ENSG00000175224	11	p11.2	ATG13	11p
ENSG00000165915	11	p11.2	SLC39A13	11p
ENSG00000181830	11	p11.2	SLC35C1	11p
ENSG00000151348	11	p11.2	EXT2	11p
ENSG00000157613	11	p11.2	CREB3L1	11p
ENSG00000134575	11	p11.2	ACP2	11p
ENSG00000149179	11	p11.2	C11orf49	11p
ENSG00000166352	11	p12	C11orf74	11p
ENSG00000166181	11	p12	API5	11p
ENSG00000052841	11	p12	TTC17	11p
ENSG00000085063	11	p13	CD59	11p
ENSG00000026508	11	p13	CD44	11p
ENSG00000149100	11	p13	EIF3M	11p
ENSG00000049449	11	p13	RCN1	11p
ENSG00000135387	11	p13	CAPRIN1	11p
ENSG00000166326	11	p13	TRIM44	11p
ENSG00000179431	11	p13	FJX1	11p
ENSG00000148950	11	p13	IMMP1L	11p
ENSG00000110442	11	p13	COMMD9	11p
ENSG00000176102	11	p13	CSTF3	11p
ENSG00000060749	11	p13	QSER1	11p
ENSG00000149089	11	p13	APIP	11p
ENSG00000135378	11	p13	PRRG4	11p
ENSG00000110435	11	p13	PDHX	11p
ENSG00000135372	11	p13	NAT10	11p
ENSG00000135373	11	p13	EHF	11p
ENSG00000170946	11	p13	DNAJC24	11p
ENSG00000121691	11	p13	CAT	11p
ENSG00000109881	11	p14.1	CCDC34	11p
ENSG00000152219	11	p14.1	ARL14EP	11p
ENSG00000176697	11	p14.1	BDNF	11p
ENSG00000148943	11	p14.1	LIN7C	11p
ENSG00000121621	11	p14.1	KIF18A	11p
ENSG00000205213	11	p14.1	LGR4	11p
ENSG00000198168	11	p14.3	SVIP	11p
ENSG00000110700	11	p15.1	RPS13	11p
ENSG00000134333	11	p15.1	LDHA	11p
ENSG00000070081	11	p15.1	NUCB2	11p
ENSG00000109854	11	p15.1	HTATIP2	11p
ENSG00000173432	11	p15.1	SAA1	11p
ENSG00000074319	11	p15.1	TSG101	11p
ENSG00000110768	11	p15.1	GTF2H1	11p
ENSG00000011405	11	p15.1	PIK3C2A	11p
ENSG00000179119	11	p15.1	SPTY2D1	11p
ENSG00000166788	11	p15.1	SAAL1	11p
ENSG00000110756	11	p15.1	HPS5	11p
ENSG00000166833	11	p15.1	NAV2	11p
ENSG00000129158	11	p15.1	SERGEF	11p
ENSG00000110696	11	p15.2	C11orf58	11p
ENSG00000129084	11	p15.2	PSMA1	11p
ENSG00000133818	11	p15.2	RRAS2	11p
ENSG00000129083	11	p15.2	COPB1	11p
ENSG00000110680	11	p15.2	CALCA	11p
ENSG00000187079	11	p15.3	TEAD1	11p
ENSG00000170242	11	p15.3	USP47	11p
ENSG00000148925	11	p15.3	BTBD10	11p
ENSG00000133816	11	p15.3	MICAL2	11p
ENSG00000197702	11	p15.3	PARVA	11p
ENSG00000050165	11	p15.3	DKK3	11p
ENSG00000197601	11	p15.3	FAR1	11p
ENSG00000166441	11	p15.4	RPL27A	11p
ENSG00000110321	11	p15.4	EIF4G2	11p
ENSG00000181649	11	p15.4	PHLDA2	11p
ENSG00000175390	11	p15.4	EIF3F	11p
ENSG00000166337	11	p15.4	TAF10	11p
ENSG00000158042	11	p15.4	MRPL17	11p
ENSG00000205531	11	p15.4	NAP1L4	11p
ENSG00000166333	11	p15.4	ILK	11p
ENSG00000177105	11	p15.4	RHOG	11p
ENSG00000205339	11	p15.4	IPO7	11p
ENSG00000175348	11	p15.4	TMEM9B	11p
ENSG00000167325	11	p15.4	RRM1	11p
ENSG00000132254	11	p15.4	ARFIP2	11p
ENSG00000148926	11	p15.4	ADM	11p
ENSG00000166452	11	p15.4	AKIP1	11p
ENSG00000255823	11	p15.4	MTRNR2L8	11p
ENSG00000166471	11	p15.4	TMEM41B	11p
ENSG00000110315	11	p15.4	RNF141	11p
ENSG00000110619	11	p15.4	CARS	11p
ENSG00000148985	11	p15.4	PGAP2	11p
ENSG00000133789	11	p15.4	SWAP70	11p
ENSG00000166483	11	p15.4	WEE1	11p
ENSG00000198730	11	p15.4	CTR9	11p
ENSG00000166340	11	p15.4	TPP1	11p
ENSG00000132275	11	p15.4	RRP8	11p
ENSG00000166311	11	p15.4	SMPD1	11p
ENSG00000110713	11	p15.4	NUP98	11p
ENSG00000236287	11	p15.4	ZBED5	11p
ENSG00000246273	11	p15.4	SBF2-AS1	11p
ENSG00000133812	11	p15.4	SBF2	11p
ENSG00000166444	11	p15.4	ST5	11p
ENSG00000167323	11	p15.4	STIM1	11p
ENSG00000110628	11	p15.4	SLC22A18	11p
ENSG00000175352	11	p15.4	NRIP3	11p
ENSG00000177600	11	p15.5	RPLP2	11p
ENSG00000177700	11	p15.5	POLR2L	11p
ENSG00000214026	11	p15.5	MRPL23	11p
ENSG00000142089	11	p15.5	IFITM3	11p
ENSG00000177697	11	p15.5	CD151	11p
ENSG00000174775	11	p15.5	HRAS	11p
ENSG00000177156	11	p15.5	TALDO1	11p
ENSG00000117984	11	p15.5	CTSD	11p
ENSG00000023191	11	p15.5	RNH1	11p
ENSG00000214063	11	p15.5	TSPAN4	11p
ENSG00000185627	11	p15.5	PSMD13	11p
ENSG00000184281	11	p15.5	TSSC4	11p
ENSG00000110651	11	p15.5	CD81	11p
ENSG00000177830	11	p15.5	CHID1	11p
ENSG00000167244	11	p15.5	IGF2	11p
ENSG00000184363	11	p15.5	PKP3	11p
ENSG00000185201	11	p15.5	IFITM2	11p
ENSG00000177963	11	p15.5	RIC8A	11p
ENSG00000099849	11	p15.5	RASSF7	11p
ENSG00000185187	11	p15.5	SIGIRR	11p
ENSG00000269821	11	p15.5	KCNQ1OT1	11p
ENSG00000078902	11	p15.5	TOLLIP	11p
ENSG00000177666	11	p15.5	PNPLA2	11p
ENSG00000177951	11	p15.5	BET1L	11p
ENSG00000182208	11	p15.5	MOB2	11p
ENSG00000177106	11	p15.5	EPS8L2	11p
ENSG00000177030	11	p15.5	DEAF1	11p
ENSG00000183020	11	p15.5	AP2A2	11p
ENSG00000183734	11	p15.5	ASCL2	11p
ENSG00000177542	11	p15.5	SLC25A22	11p
ENSG00000174915	11	p15.5	PTDSS2	11p
ENSG00000185507	11	p15.5	IRF7	11p
ENSG00000070047	11	p15.5	PHRF1	11p
ENSG00000149136	11	q12.1	SSRP1	11q
ENSG00000134809	11	q12.1	TIMM10	11q
ENSG00000213593	11	q12.1	TMX2	11q
ENSG00000166902	11	q12.1	MRPL16	11q
ENSG00000198561	11	q12.1	CTNND1	11q
ENSG00000156603	11	q12.1	MED19	11q
ENSG00000166801	11	q12.1	FAM111A	11q
ENSG00000156587	11	q12.1	UBE2L6	11q
ENSG00000186660	11	q12.1	ZFP91	11q
ENSG00000166900	11	q12.1	STX3	11q
ENSG00000134802	11	q12.1	SLC43A3	11q
ENSG00000189057	11	q12.1	FAM111B	11q
ENSG00000166889	11	q12.1	PATL1	11q
ENSG00000156599	11	q12.1	ZDHHC5	11q
ENSG00000110048	11	q12.1	OSBP	11q
ENSG00000149115	11	q12.1	TNKS1BP1	11q
ENSG00000110031	11	q12.1	LPXN	11q
ENSG00000149485	11	q12.2	FADS1	11q
ENSG00000168496	11	q12.2	FEN1	11q
ENSG00000110107	11	q12.2	PRPF19	11q
ENSG00000110104	11	q12.2	CCDC86	11q
ENSG00000110108	11	q12.2	TMEM109	11q
ENSG00000167986	11	q12.2	DDB1	11q
ENSG00000149483	11	q12.2	TMEM138	11q
ENSG00000167985	11	q12.2	SDHAF2	11q
ENSG00000221968	11	q12.2	FADS3	11q
ENSG00000006118	11	q12.2	TMEM132A	11q
ENSG00000149532	11	q12.2	CPSF7	11q
ENSG00000187049	11	q12.2	TMEM216	11q
ENSG00000167987	11	q12.2	VPS37C	11q
ENSG00000134824	11	q12.2	FADS2	11q
ENSG00000167996	11	q12.3	FTH1	11q
ENSG00000162191	11	q12.3	UBXN1	11q
ENSG00000124942	11	q12.3	AHNAK	11q
ENSG00000168003	11	q12.3	SLC3A2	11q
ENSG00000089597	11	q12.3	GANAB	11q
ENSG00000185475	11	q12.3	TMEM179B	11q
ENSG00000168002	11	q12.3	POLR2G	11q
ENSG00000168569	11	q12.3	TMEM223	11q
ENSG00000149541	11	q12.3	B3GAT3	11q
ENSG00000133316	11	q12.3	WDR74	11q
ENSG00000167995	11	q12.3	BEST1	11q
ENSG00000162174	11	q12.3	ASRGL1	11q
ENSG00000162236	11	q12.3	STX5	11q
ENSG00000214753	11	q12.3	HNRNPUL2	11q
ENSG00000162222	11	q12.3	TTC9C	11q
ENSG00000149499	11	q12.3	EML3	11q
ENSG00000133321	11	q12.3	RARRES3	11q
ENSG00000162231	11	q12.3	NXF1	11q
ENSG00000185085	11	q12.3	INTS5	11q
ENSG00000251562	11	q13.1	MALAT1	11q
ENSG00000149806	11	q13.1	FAU	11q
ENSG00000172757	11	q13.1	CFL1	11q
ENSG00000173457	11	q13.1	PPP1R14B	11q
ENSG00000176340	11	q13.1	COX8A	11q
ENSG00000245532	11	q13.1	NEAT1	11q
ENSG00000175550	11	q13.1	DRAP1	11q
ENSG00000126432	11	q13.1	PRDX5	11q
ENSG00000173113	11	q13.1	TRMT112	11q
ENSG00000175602	11	q13.1	CCDC85B	11q
ENSG00000175334	11	q13.1	BANF1	11q
ENSG00000173486	11	q13.1	FKBP2	11q
ENSG00000172500	11	q13.1	FIBP	11q
ENSG00000172922	11	q13.1	RNASEH2C	11q
ENSG00000087365	11	q13.1	SF3B2	11q
ENSG00000168066	11	q13.1	SF1	11q
ENSG00000002330	11	q13.1	BAD	11q
ENSG00000175592	11	q13.1	FOSL1	11q
ENSG00000213465	11	q13.1	ARL2	11q
ENSG00000173465	11	q13.1	SSSCA1	11q
ENSG00000176485	11	q13.1	PLA2G16	11q
ENSG00000168439	11	q13.1	STIP1	11q
ENSG00000175315	11	q13.1	CST6	11q
ENSG00000168061	11	q13.1	SAC3D1	11q
ENSG00000149761	11	q13.1	NUDT22	11q
ENSG00000176973	11	q13.1	FAM89B	11q
ENSG00000014216	11	q13.1	CAPN1	11q
ENSG00000167770	11	q13.1	OTUB1	11q
ENSG00000133318	11	q13.1	RTN3	11q
ENSG00000173153	11	q13.1	ESRRA	11q
ENSG00000146670	11	q13.1	CDCA5	11q
ENSG00000142186	11	q13.1	SCYL1	11q
ENSG00000162302	11	q13.1	RPS6KA4	11q
ENSG00000162300	11	q13.1	ZFPL1	11q
ENSG00000173327	11	q13.1	MAP3K11	11q
ENSG00000149743	11	q13.1	TRPT1	11q
ENSG00000110011	11	q13.1	DNAJC4	11q
ENSG00000184743	11	q13.1	ATL3	11q
ENSG00000168056	11	q13.1	LTBP3	11q
ENSG00000173039	11	q13.1	RELA	11q
ENSG00000149823	11	q13.1	VPS51	11q
ENSG00000173264	11	q13.1	GPR137	11q
ENSG00000072518	11	q13.1	MARK2	11q
ENSG00000110047	11	q13.1	EHD1	11q
ENSG00000149792	11	q13.1	MRPL49	11q
ENSG00000175467	11	q13.1	SART1	11q
ENSG00000133884	11	q13.1	DPF2	11q
ENSG00000172732	11	q13.1	MUS81	11q
ENSG00000175376	11	q13.1	EIF1AD	11q
ENSG00000175115	11	q13.1	PACS1	11q
ENSG00000174276	11	q13.1	ZNHIT2	11q
ENSG00000133315	11	q13.1	MACROD1	11q
ENSG00000173511	11	q13.1	VEGFB	11q
ENSG00000149809	11	q13.1	TM7SF2	11q
ENSG00000175573	11	q13.1	C11orf68	11q
ENSG00000172977	11	q13.1	KAT5	11q
ENSG00000213445	11	q13.1	SIPA1	11q
ENSG00000133895	11	q13.1	MEN1	11q
ENSG00000173442	11	q13.1	EHBP1L1	11q
ENSG00000014138	11	q13.1	POLA2	11q
ENSG00000149798	11	q13.1	CDC42EP2	11q
ENSG00000126391	11	q13.1	FRMD8	11q
ENSG00000172638	11	q13.1	EFEMP2	11q
ENSG00000149782	11	q13.1	PLCB3	11q
ENSG00000084207	11	q13.2	GSTP1	11q
ENSG00000110717	11	q13.2	NDUFS8	11q
ENSG00000172531	11	q13.2	PPP1CA	11q
ENSG00000174547	11	q13.2	MRPL11	11q
ENSG00000174851	11	q13.2	YIF1A	11q
ENSG00000069482	11	q13.2	GAL	11q
ENSG00000175482	11	q13.2	POLD4	11q
ENSG00000173156	11	q13.2	RHOD	11q
ENSG00000175634	11	q13.2	RPS6KB2	11q
ENSG00000167797	11	q13.2	CDK2AP2	11q
ENSG00000167792	11	q13.2	NDUFV1	11q
ENSG00000171067	11	q13.2	C11orf24	11q
ENSG00000174744	11	q13.2	BRMS1	11q
ENSG00000172663	11	q13.2	TMEM134	11q
ENSG00000174903	11	q13.2	RAB1B	11q
ENSG00000172725	11	q13.2	CORO1B	11q
ENSG00000174165	11	q13.2	ZDHHC24	11q
ENSG00000110711	11	q13.2	AIP	11q
ENSG00000167799	11	q13.2	NUDT8	11q
ENSG00000173120	11	q13.2	KDM2A	11q
ENSG00000173933	11	q13.2	RBM4	11q
ENSG00000239306	11	q13.2	RBM14	11q
ENSG00000172932	11	q13.2	ANKRD13D	11q
ENSG00000173992	11	q13.2	CCS	11q
ENSG00000110721	11	q13.2	CHKA	11q
ENSG00000174996	11	q13.2	KLC2	11q
ENSG00000110075	11	q13.2	PPP6R3	11q
ENSG00000110057	11	q13.2	UNC93B1	11q
ENSG00000172613	11	q13.2	RAD9A	11q
ENSG00000173621	11	q13.2	LRFN4	11q
ENSG00000173653	11	q13.2	RCE1	11q
ENSG00000254986	11	q13.2	DPP3	11q
ENSG00000174791	11	q13.2	RIN1	11q
ENSG00000172830	11	q13.2	SSH3	11q
ENSG00000175505	11	q13.2	CLCF1	11q
ENSG00000173914	11	q13.2	RBM4B	11q
ENSG00000162337	11	q13.2	LRP5	11q
ENSG00000110092	11	q13.3	CCND1	11q
ENSG00000197345	11	q13.3	MRPL21	11q
ENSG00000085733	11	q13.3	CTTN	11q
ENSG00000131626	11	q13.3	PPFIA1	11q
ENSG00000172927	11	q13.3	MYEOV	11q
ENSG00000168040	11	q13.3	FADD	11q
ENSG00000110090	11	q13.3	CPT1A	11q
ENSG00000149273	11	q13.4	RPS3	11q
ENSG00000149357	11	q13.4	LAMTOR1	11q
ENSG00000118363	11	q13.4	SPCS2	11q
ENSG00000110200	11	q13.4	ANAPC15	11q
ENSG00000214530	11	q13.4	STARD10	11q
ENSG00000175582	11	q13.4	RAB6A	11q
ENSG00000175581	11	q13.4	MRPL48	11q
ENSG00000175567	11	q13.4	UCP2	11q
ENSG00000214517	11	q13.4	PPME1	11q
ENSG00000137497	11	q13.4	NUMA1	11q
ENSG00000172893	11	q13.4	DHCR7	11q
ENSG00000077514	11	q13.4	POLD3	11q
ENSG00000172890	11	q13.4	NADSYN1	11q
ENSG00000166439	11	q13.4	RNF169	11q
ENSG00000165458	11	q13.4	INPPL1	11q
ENSG00000137522	11	q13.4	RNF121	11q
ENSG00000166435	11	q13.4	XRRA1	11q
ENSG00000162129	11	q13.4	CLPB	11q
ENSG00000165434	11	q13.4	PGM2L1	11q
ENSG00000175575	11	q13.4	PAAF1	11q
ENSG00000149257	11	q13.5	SERPINH1	11q
ENSG00000078124	11	q13.5	ACER3	11q
ENSG00000182704	11	q13.5	TSKU	11q
ENSG00000198382	11	q13.5	UVRAG	11q
ENSG00000151366	11	q14.1	NDUFC2	11q
ENSG00000074201	11	q14.1	CLNS1A	11q
ENSG00000171202	11	q14.1	TMEM126A	11q
ENSG00000048649	11	q14.1	RSF1	11q
ENSG00000171204	11	q14.1	TMEM126B	11q
ENSG00000137500	11	q14.1	CCDC90B	11q
ENSG00000159063	11	q14.1	ALG8	11q
ENSG00000149269	11	q14.1	PAK1	11q
ENSG00000165494	11	q14.1	PCF11	11q
ENSG00000137509	11	q14.1	PRCP	11q
ENSG00000137504	11	q14.1	CREBZF	11q
ENSG00000137513	11	q14.1	NARS2	11q
ENSG00000137501	11	q14.1	SYTL2	11q
ENSG00000150687	11	q14.2	PRSS23	11q
ENSG00000109861	11	q14.2	CTSC	11q
ENSG00000073921	11	q14.2	PICALM	11q
ENSG00000074266	11	q14.2	EED	11q
ENSG00000123892	11	q14.2	RAB38	11q
ENSG00000110172	11	q14.3	CHORDC1	11q
ENSG00000150316	11	q21	CWC15	11q
ENSG00000166012	11	q21	TAF1D	11q
ENSG00000166037	11	q21	CEP57	11q
ENSG00000180773	11	q21	SLC36A4	11q
ENSG00000087053	11	q21	MTMR2	11q
ENSG00000149231	11	q21	CCDC82	11q
ENSG00000166025	11	q21	AMOTL1	11q
ENSG00000149218	11	q21	ENDOD1	11q
ENSG00000042429	11	q21	MED17	11q
ENSG00000183340	11	q21	JRKL	11q
ENSG00000168876	11	q21	ANKRD49	11q
ENSG00000110218	11	q21	PANX1	11q
ENSG00000137693	11	q22.1	YAP1	11q
ENSG00000152558	11	q22.2	TMEM123	11q
ENSG00000110330	11	q22.2	BIRC2	11q
ENSG00000023445	11	q22.2	BIRC3	11q
ENSG00000196611	11	q22.2	MMP1	11q
ENSG00000137673	11	q22.2	MMP7	11q
ENSG00000137710	11	q22.3	RDX	11q
ENSG00000137692	11	q22.3	DCUN1D5	11q
ENSG00000137714	11	q22.3	FDX1	11q
ENSG00000166266	11	q22.3	CUL5	11q
ENSG00000178105	11	q22.3	DDX10	11q
ENSG00000196954	11	q22.3	CASP4	11q
ENSG00000075239	11	q22.3	ACAT1	11q
ENSG00000149313	11	q22.3	AASDHPPT	11q
ENSG00000110660	11	q22.3	SLC35F2	11q
ENSG00000149311	11	q22.3	ATM	11q
ENSG00000178202	11	q22.3	KDELC2	11q
ENSG00000149308	11	q22.3	NPAT	11q
ENSG00000152404	11	q22.3	CWF19L2	11q
ENSG00000150779	11	q23.1	TIMM8B	11q
ENSG00000150787	11	q23.1	PTS	11q
ENSG00000109846	11	q23.1	CRYAB	11q
ENSG00000204370	11	q23.1	SDHD	11q
ENSG00000137720	11	q23.1	C11orf1	11q
ENSG00000150782	11	q23.1	IL18	11q
ENSG00000204381	11	q23.1	LAYN	11q
ENSG00000150768	11	q23.1	DLAT	11q
ENSG00000137713	11	q23.1	PPP2R1B	11q
ENSG00000076043	11	q23.2	REXO2	11q
ENSG00000166741	11	q23.2	NNMT	11q
ENSG00000076053	11	q23.2	RBM7	11q
ENSG00000118181	11	q23.3	RPS25	11q
ENSG00000188486	11	q23.3	H2AFX	11q
ENSG00000149591	11	q23.3	TAGLN	11q
ENSG00000256269	11	q23.3	HMBS	11q
ENSG00000168092	11	q23.3	PAFAH1B2	11q
ENSG00000173456	11	q23.3	RNF26	11q
ENSG00000196655	11	q23.3	TRAPPC4	11q
ENSG00000095139	11	q23.3	ARCN1	11q
ENSG00000160613	11	q23.3	PCSK7	11q
ENSG00000184232	11	q23.3	OAF	11q
ENSG00000154096	11	q23.3	THY1	11q
ENSG00000110274	11	q23.3	CEP164	11q
ENSG00000196914	11	q23.3	ARHGEF12	11q
ENSG00000110344	11	q23.3	UBE4A	11q
ENSG00000149428	11	q23.3	HYOU1	11q
ENSG00000186174	11	q23.3	BCL9L	11q
ENSG00000186166	11	q23.3	CCDC84	11q
ENSG00000181264	11	q23.3	TMEM136	11q
ENSG00000172269	11	q23.3	DPAGT1	11q
ENSG00000110367	11	q23.3	DDX6	11q
ENSG00000110395	11	q23.3	CBL	11q
ENSG00000167257	11	q23.3	RNF214	11q
ENSG00000019144	11	q23.3	PHLDB1	11q
ENSG00000137700	11	q23.3	SLC37A4	11q
ENSG00000149573	11	q23.3	MPZL2	11q
ENSG00000182985	11	q23.3	CADM1	11q
ENSG00000109971	11	q24.1	HSPA8	11q
ENSG00000154127	11	q24.1	UBASH3B	11q
ENSG00000166250	11	q24.1	CLMP	11q
ENSG00000149547	11	q24.2	EI24	11q
ENSG00000110080	11	q24.2	ST3GAL4	11q
ENSG00000154144	11	q24.2	TBRG1	11q
ENSG00000149554	11	q24.2	CHEK1	11q
ENSG00000110063	11	q24.2	DCPS	11q
ENSG00000134910	11	q24.2	STT3A	11q
ENSG00000150433	11	q24.2	TMEM218	11q
ENSG00000154146	11	q24.2	NRGN	11q
ENSG00000110074	11	q24.2	FOXRED1	11q
ENSG00000149557	11	q24.2	FEZ1	11q
ENSG00000064199	11	q24.2	SPA17	11q
ENSG00000084234	11	q24.3	APLP2	11q
ENSG00000149418	11	q24.3	ST14	11q
ENSG00000196323	11	q24.3	ZBTB44	11q
ENSG00000134954	11	q24.3	ETS1	11q
ENSG00000170322	11	q24.3	NFRKB	11q
ENSG00000134909	11	q24.3	ARHGAP32	11q
ENSG00000151500	11	q25	THYN1	11q
ENSG00000151503	11	q25	NCAPD3	11q
ENSG00000151502	11	q25	VPS26B	11q
ENSG00000087470	12	p11.21	DNM1L	12p
ENSG00000151746	12	p11.21	BICD1	12p
ENSG00000139131	12	p11.21	YARS2	12p
ENSG00000110888	12	p11.21	CAPRIN2	12p
ENSG00000013573	12	p11.21	DDX11	12p
ENSG00000057294	12	p11.21	PKP2	12p
ENSG00000174718	12	p11.21	KIAA1551	12p
ENSG00000133704	12	p11.21	IPO8	12p
ENSG00000087502	12	p11.22	ERGIC2	12p
ENSG00000061794	12	p11.22	MRPS35	12p
ENSG00000123106	12	p11.22	CCDC91	12p
ENSG00000087494	12	p11.22	PTHLH	12p
ENSG00000110841	12	p11.23	PPFIBP1	12p
ENSG00000111790	12	p11.23	FGFR1OP2	12p
ENSG00000064115	12	p11.23	TM7SF3	12p
ENSG00000152944	12	p11.23	MED21	12p
ENSG00000029153	12	p11.23	ARNTL2	12p
ENSG00000123104	12	p11.23	ITPR2	12p
ENSG00000211455	12	p11.23	STK38L	12p
ENSG00000111716	12	p12.1	LDHB	12p
ENSG00000133703	12	p12.1	KRAS	12p
ENSG00000111726	12	p12.1	CMAS	12p
ENSG00000004700	12	p12.1	RECQL	12p
ENSG00000111711	12	p12.1	GOLT1B	12p
ENSG00000060982	12	p12.1	BCAT1	12p
ENSG00000123094	12	p12.1	RASSF8	12p
ENSG00000139163	12	p12.1	ETNK1	12p
ENSG00000123095	12	p12.1	BHLHE41	12p
ENSG00000023734	12	p12.3	STRAP	12p
ENSG00000008394	12	p12.3	MGST1	12p
ENSG00000246705	12	p12.3	H2AFJ	12p
ENSG00000084463	12	p12.3	WBP11	12p
ENSG00000111348	12	p12.3	ARHGDIB	12p
ENSG00000111341	12	p12.3	MGP	12p
ENSG00000023697	12	p12.3	DERA	12p
ENSG00000151491	12	p12.3	EPS8	12p
ENSG00000052126	12	p12.3	PLEKHA5	12p
ENSG00000139154	12	p12.3	AEBP2	12p
ENSG00000013588	12	p13.1	GPRC5A	12p
ENSG00000134531	12	p13.1	EMP1	12p
ENSG00000013583	12	p13.1	HEBP1	12p
ENSG00000111269	12	p13.1	CREBL2	12p
ENSG00000121316	12	p13.1	PLBD1	12p
ENSG00000111276	12	p13.1	CDKN1B	12p
ENSG00000171681	12	p13.1	ATF7IP	12p
ENSG00000111196	12	p13.2	MAGOHB	12p
ENSG00000111215	12	p13.2	PRR4	12p
ENSG00000139112	12	p13.2	GABARAPL1	12p
ENSG00000070018	12	p13.2	LRP6	12p
ENSG00000139083	12	p13.2	ETV6	12p
ENSG00000111640	12	p13.31	GAPDH	12p
ENSG00000111669	12	p13.31	TPI1	12p
ENSG00000111639	12	p13.31	MRPL51	12p
ENSG00000159335	12	p13.31	PTMS	12p
ENSG00000089693	12	p13.31	MLF2	12p
ENSG00000215021	12	p13.31	PHB2	12p
ENSG00000111678	12	p13.31	C12orf57	12p
ENSG00000010278	12	p13.31	CD9	12p
ENSG00000126749	12	p13.31	EMG1	12p
ENSG00000111642	12	p13.31	CHD4	12p
ENSG00000067182	12	p13.31	TNFRSF1A	12p
ENSG00000003056	12	p13.31	M6PR	12p
ENSG00000111321	12	p13.31	LTBR	12p
ENSG00000111665	12	p13.31	CDCA3	12p
ENSG00000111652	12	p13.31	COPS7A	12p
ENSG00000010292	12	p13.31	NCAPD2	12p
ENSG00000111676	12	p13.31	ATN1	12p
ENSG00000177675	12	p13.31	CD163L1	12p
ENSG00000111641	12	p13.31	NOP2	12p
ENSG00000111667	12	p13.31	USP5	12p
ENSG00000111671	12	p13.31	SPSB2	12p
ENSG00000111684	12	p13.31	LPCAT3	12p
ENSG00000010626	12	p13.31	LRRC23	12p
ENSG00000059804	12	p13.31	SLC2A3	12p
ENSG00000110852	12	p13.31	CLEC2B	12p
ENSG00000111674	12	p13.31	ENO2	12p
ENSG00000197614	12	p13.31	MFAP5	12p
ENSG00000139180	12	p13.32	NDUFA9	12p
ENSG00000111247	12	p13.32	RAD51AP1	12p
ENSG00000010219	12	p13.32	DYRK4	12p
ENSG00000118971	12	p13.32	CCND2	12p
ENSG00000004478	12	p13.33	FKBP4	12p
ENSG00000060237	12	p13.33	WNK1	12p
ENSG00000111206	12	p13.33	FOXM1	12p
ENSG00000171792	12	p13.33	RHNO1	12p
ENSG00000197905	12	p13.33	TEAD4	12p
ENSG00000073614	12	p13.33	KDM5A	12p
